ticker,time,post title sentiment_score,post body sentiment_score,comment sentiment_score,Open,High,Low,Close,Volume,Dividends,Stock Splits,Movement,Volume MA,Previous Movement
AAPL,2025-09-11,0.8047,0.8531,0.37751999999999997,226.8800048828125,230.4499969482422,226.64999389648438,230.02999877929688,50208600,0.0,0.0,1,66824700.0,0.0
AAPL,2025-09-12,0.0,0.4151,-0.03387499999999999,229.22000122070312,234.50999450683594,229.02000427246094,234.07000732421875,55824200,0.0,0.0,1,53016400.0,1.0
AAPL,2025-09-16,0.34,-0.5423,0.403925,237.17999267578125,241.22000122070312,236.32000732421875,238.14999389648438,63421100,0.0,0.0,1,59622650.0,1.0
AAPL,2025-09-17,0.0,0.8591,0.5319666666666666,238.97000122070312,240.10000610351562,237.72999572753906,238.99000549316406,46508000,0.0,0.0,1,54964550.0,1.0
AAPL,2025-09-19,0.0,-0.046,0.05193333333333333,241.22999572753906,246.3000030517578,240.2100067138672,245.5,163741300,0.0,0.0,1,105124650.0,1.0
AAPL,2025-09-22,0.05464,0.43179999999999996,0.35711666666666664,248.3000030517578,256.6400146484375,248.1199951171875,256.0799865722656,105517400,0.0,0.0,1,134629350.0,1.0
AAPL,2025-09-23,0.0,0.21075,0.3572666666666667,255.8800048828125,257.3399963378906,253.5800018310547,254.42999267578125,60275200,0.0,0.0,0,82896300.0,1.0
AAPL,2025-09-24,-0.0385,-0.09043333333333332,0.04791428571428572,255.22000122070312,255.74000549316406,251.0399932861328,252.30999755859375,42303700,0.0,0.0,0,51289450.0,0.0
AAPL,2025-09-25,0.066925,0.08409999999999998,0.248575,253.2100067138672,257.1700134277344,251.7100067138672,256.8699951171875,55202100,0.0,0.0,1,48752900.0,0.0
AAPL,2025-09-26,-0.031900000000000005,0.06023333333333334,0.368932,254.10000610351562,257.6000061035156,253.77999877929688,255.4600067138672,46076300,0.0,0.0,1,50639200.0,1.0
AAPL,2025-09-29,0.07655,0.497,0.1404625,254.55999755859375,255.0,253.00999450683594,254.42999267578125,40127700,0.0,0.0,0,43102000.0,1.0
AAPL,2025-09-30,0.0,0.0,0.24991,254.86000061035156,255.9199981689453,253.11000061035156,254.6300048828125,37704300,0.0,0.0,0,38916000.0,0.0
AAPL,2025-10-01,-0.2263,-0.3818,0.0,255.0399932861328,258.7900085449219,254.92999267578125,255.4499969482422,48713900,0.0,0.0,1,43209100.0,0.0
AAPL,2025-10-02,-0.2023,-0.9401,-0.30916,256.5799865722656,258.17999267578125,254.14999389648438,257.1300048828125,42630200,0.0,0.0,1,45672050.0,1.0
AAPL,2025-10-03,0.22283999999999998,0.0284,0.17928837209302326,254.6699981689453,259.239990234375,253.9499969482422,258.0199890136719,49155600,0.0,0.0,1,45892900.0,1.0
AAPL,2025-10-06,0.0772,-0.7547,0.34315,257.989990234375,259.07000732421875,255.0500030517578,256.69000244140625,44664100,0.0,0.0,0,46909850.0,1.0
AAPL,2025-10-07,-0.01544,0.14701999999999998,-0.0806125,256.80999755859375,257.3999938964844,255.42999267578125,256.4800109863281,31955800,0.0,0.0,0,38309950.0,0.0
AAPL,2025-10-08,-0.3062,0.1806,0.19140000000000001,256.5199890136719,258.5199890136719,256.1099853515625,258.05999755859375,36496900,0.0,0.0,1,34226350.0,0.0
AAPL,2025-10-09,0.0,-0.0473,0.1468,257.80999755859375,258.0,253.13999938964844,254.0399932861328,38322000,0.0,0.0,0,37409450.0,1.0
AAPL,2025-10-10,-0.4389,0.906,-0.30645,254.94000244140625,256.3800048828125,244.0,245.27000427246094,61999100,0.0,0.0,0,50160550.0,0.0
AAPL,2025-10-14,0.1672,0.301025,0.29569999999999996,246.60000610351562,248.85000610351562,244.6999969482422,247.77000427246094,35478000,0.0,0.0,1,48738550.0,0.0
AAPL,2025-10-15,0.1991,0.23945,0.22086315789473682,249.49000549316406,251.82000732421875,247.47000122070312,249.33999633789062,33893600,0.0,0.0,0,34685800.0,1.0
AAPL,2025-10-16,0.3381,0.21976666666666667,0.2772823529411765,248.25,249.0399932861328,245.1300048828125,247.4499969482422,39777000,0.0,0.0,0,36835300.0,0.0
AAPL,2025-10-17,0.0,0.0,0.4162857142857143,248.02000427246094,253.3800048828125,247.27000427246094,252.2899932861328,49147000,0.0,0.0,1,44462000.0,0.0
NVDA,2025-07-10,-0.2732,0.0,0.17436000000000001,164.31074810125853,164.4907306346819,161.6008940928153,164.09075927734375,167704100,0.0,0.0,0,108425550.0,1.0
NVDA,2025-07-11,-0.011411111111111111,0.31085555555555555,0.15740190476190477,163.71077623333997,167.88053943905462,163.4607903198708,164.91070556640625,193633300,0.0,0.0,1,180668700.0,0.0
NVDA,2025-07-14,0.08808,0.25680000000000003,0.21886734693877552,165.36067502496692,165.48067863727533,162.0108729824689,164.06076049804688,136975800,0.0,0.0,0,165304550.0,1.0
NVDA,2025-07-15,0.13327333333333333,0.13520000000000001,0.23573066666666667,171.18034650685541,172.39026971263084,169.19045325951484,170.69036865234375,230627400,0.0,0.0,0,183801600.0,0.0
NVDA,2025-07-16,0.18548181818181816,0.19426363636363633,0.19561853932584267,171.05035621730414,171.74031976856003,168.89047429804987,171.36033630371094,158831500,0.0,0.0,1,194729450.0,0.0
NVDA,2025-07-17,-0.018574999999999994,0.317625,0.10835555555555555,172.01030913929756,174.15018791751396,170.82037376702192,172.99024963378906,160841100,0.0,0.0,1,159836300.0,1.0
NVDA,2025-07-18,0.004399999999999997,0.17688333333333336,0.19638953488372096,173.63021019833226,174.24017641906912,171.2503394915346,172.40028381347656,146456400,0.0,0.0,0,153648750.0,1.0
NVDA,2025-07-21,0.0,0.2518666666666667,0.18415161290322582,172.7402639749064,173.37023335124513,170.99036260323587,171.37034606933594,123126100,0.0,0.0,0,134791250.0,0.0
NVDA,2025-07-22,0.10448750000000001,0.3133875,0.13984423076923075,171.33033873133073,171.38033896465845,164.5707252526767,167.0205841064453,193114300,0.0,0.0,0,158120200.0,0.0
NVDA,2025-07-23,0.06406250000000001,0.2008625,0.24685443037974683,169.52044095634585,171.25033914956657,167.96053134785282,170.77037048339844,154082200,0.0,0.0,1,173598250.0,0.0
NVDA,2025-07-24,-0.21101999999999999,0.28476,0.21999622641509436,172.43027959809626,173.82020061413024,171.29034448608226,173.73020935058594,128984600,0.0,0.0,1,141533400.0,1.0
NVDA,2025-07-25,-0.030666666666666675,0.06653333333333332,0.24870689655172415,173.60021352539138,174.71015156060187,172.9502562716434,173.49021911621094,122316800,0.0,0.0,0,125650700.0,1.0
NVDA,2025-07-28,0.35393333333333327,0.12040000000000001,0.0833780487804878,174.0101941822023,176.9900219174052,173.96019394928393,176.7400360107422,140023500,0.0,0.0,1,131170150.0,0.0
NVDA,2025-07-29,0.15433846153846156,0.01212307692307692,0.22478714285714285,177.94996552058157,179.36988356772682,175.01012896550742,175.50009155273438,154077500,0.0,0.0,0,147050500.0,1.0
NVDA,2025-07-30,-0.14073333333333335,0.4595,0.11213833333333333,176.50004870661488,179.87986313645385,176.03007396904806,179.25990295410156,174312200,0.0,0.0,1,164194850.0,0.0
NVDA,2025-07-31,-0.024366666666666665,0.38234,0.1727630303030303,182.88968537366165,183.28967198380855,175.92007699286586,177.85997009277344,221685400,0.0,0.0,0,197998800.0,1.0
NVDA,2025-08-01,0.123975,0.2899,0.14933076923076924,174.08017933113513,176.53003812303805,170.88036283204175,173.710205078125,204529000,0.0,0.0,0,213107200.0,0.0
NVDA,2025-08-04,-0.0405625,0.2983875,0.17377125,175.150129411279,180.18983857913796,174.5101661001552,179.98985290527344,148174600,0.0,0.0,1,176351800.0,0.0
NVDA,2025-08-05,0.06795714285714288,0.07528571428571429,0.13807078651685392,179.6098628583566,180.24982614601393,175.8900714807458,178.24993896484375,156407600,0.0,0.0,0,152291100.0,1.0
NVDA,2025-08-06,0.06350000000000001,0.36546666666666666,0.10248110236220473,176.32005948301483,179.88985025482887,176.2400621628547,179.40988159179688,137192300,0.0,0.0,1,146799950.0,0.0
NVDA,2025-08-07,0.30914285714285716,0.3884714285714286,0.23366275862068964,181.5597693442696,183.86963665167795,178.78992126086553,180.7598114013672,151878400,0.0,0.0,0,144535350.0,1.0
NVDA,2025-08-08,0.16576666666666667,0.03634999999999999,0.3099846153846154,181.5397681998595,183.2896695438941,180.3898238761652,182.689697265625,123396700,0.0,0.0,1,137637550.0,0.0
NVDA,2025-08-11,0.07558571428571427,0.19474285714285713,0.108607,182.0397344504628,183.82962677132744,180.23983292857787,182.0497283935547,138323200,0.0,0.0,1,130859950.0,1.0
NVDA,2025-08-12,0.18204545454545454,0.010145454545454558,0.117481884057971,182.94968779347354,184.46959107996432,179.4498851930147,183.14967346191406,145485700,0.0,0.0,1,141904450.0,1.0
NVDA,2025-08-13,0.10183333333333333,0.2826,0.21057733333333334,182.60969839497247,183.95962838065756,179.33989375414814,181.5797576904297,179871700,0.0,0.0,0,162678700.0,1.0
NVDA,2025-08-14,0.03955833333333333,0.2823583333333333,0.1855597701149425,179.73985890356857,183.0096786896392,179.44988197821397,182.00973510742188,129554000,0.0,0.0,1,154712850.0,0.0
NVDA,2025-08-15,0.11273333333333334,0.6507833333333334,0.14441318681318682,181.86974661621798,181.88973450248375,178.02995160113952,180.4398193359375,156602200,0.0,0.0,0,143078100.0,1.0
NVDA,2025-08-18,-0.04857142857142858,0.14687142857142857,0.24295,180.58981649127065,182.92968080449612,180.5798072904055,181.99972534179688,132008000,0.0,0.0,1,144305100.0,0.0
NVDA,2025-08-19,0.0,0.1206,0.19250166666666668,182.41970688751834,182.4897102645763,175.48011099603517,175.63009643554688,185229200,0.0,0.0,0,158618600.0,1.0
NVDA,2025-08-20,0.0,0.5144666666666667,0.24362325581395347,175.1601234390134,175.99007848098316,168.79048741289236,175.39010620117188,215142700,0.0,0.0,1,200185950.0,0.0
NVDA,2025-08-21,0.1737,0.3617,0.15517083333333334,174.8401410010552,176.89001313294924,173.80019113380274,174.97012329101562,140040900,0.0,0.0,1,177591800.0,1.0
NVDA,2025-08-22,0.06083333333333334,-0.13721111111111112,0.017662337662337664,172.60026380920357,178.57992220965232,171.19033968434712,177.97996520996094,172789400,0.0,0.0,1,156415150.0,1.0
NVDA,2025-08-25,0.11988999999999998,0.09031,0.14135121951219512,178.3399565343825,181.89975349617023,176.56005805348863,179.79986572265625,163012800,0.0,0.0,1,167901100.0,1.0
NVDA,2025-08-26,0.1227625,-0.0022124999999999923,0.12520227272727272,180.04984011627135,182.379710508586,178.79991063056144,181.75975036621094,168688200,0.0,0.0,1,165850500.0,1.0
NVDA,2025-08-27,0.08846363636363637,0.33281818181818185,0.20156238095238094,181.96973565618129,182.47971666734583,179.0899084065932,181.5897674560547,235518900,0.0,0.0,0,202103550.0,1.0
NVDA,2025-08-28,0.04292083333333333,0.3135125,0.12188324022346368,180.80980830742462,184.45959632874283,176.40005338826177,180.1598358154297,281787800,0.0,0.0,0,258653350.0,0.0
NVDA,2025-08-29,0.021740000000000016,0.20425999999999997,0.10275739130434783,178.099952232122,178.13994326196564,173.14022534545884,174.170166015625,243257900,0.0,0.0,0,262522850.0,0.0
NVDA,2025-09-02,0.02272,0.4547800000000001,0.10355528455284554,169.99041567915194,172.37028638119727,167.2105736316213,170.77037048339844,231164900,0.0,0.0,1,237211400.0,0.0
NVDA,2025-09-03,0.22112500000000002,0.2497125,0.1092875,171.0503597309562,172.40028977270214,168.8704898798795,170.61038208007812,164424900,0.0,0.0,0,197794900.0,1.0
NVDA,2025-09-04,0.10955,0.37051666666666666,0.13624925373134328,170.56039467979372,171.85031526705663,169.40045639085815,171.65032958984375,141670100,0.0,0.0,1,153047500.0,0.0
NVDA,2025-09-05,0.07838,0.16789,0.0889888888888889,168.02052717453523,169.02047080600087,164.06075893837155,167.01058959960938,224441400,0.0,0.0,0,183055750.0,1.0
NVDA,2025-09-08,0.1040375,0.1896,0.2810745614035087,167.5405549408978,170.95036631358883,167.34056927044318,168.30050659179688,163769100,0.0,0.0,1,194105250.0,0.0
NVDA,2025-09-09,-0.08194,0.16688,0.1479265625,169.08046220477644,170.97035502688004,166.7306038641957,170.7503662109375,157548400,0.0,0.0,1,160658750.0,1.0
NVDA,2025-09-10,-0.06282999999999998,0.13679999999999998,0.27488135593220336,176.63004377208136,179.2798883121013,175.46011154547278,177.32000732421875,226852000,0.0,0.0,1,192200200.0,1.0
NVDA,2025-09-11,-0.14,0.15736666666666665,0.09194827586206897,179.67999267578125,180.27999877929688,176.47999572753906,177.1699981689453,151159300,0.01,0.0,0,189005650.0,1.0
NVDA,2025-09-12,0.38156666666666667,0.034666666666666644,0.2702294117647059,177.77000427246094,178.60000610351562,176.4499969482422,177.82000732421875,124911000,0.0,0.0,1,138035150.0,0.0
NVDA,2025-09-15,0.011072727272727284,0.1720818181818182,0.14480648148148148,175.6699981689453,178.85000610351562,174.50999450683594,177.75,147061600,0.0,0.0,1,135986300.0,1.0
NVDA,2025-09-16,0.01102857142857143,0.3654285714285714,0.2575044444444444,177.0,177.5,174.3800048828125,174.8800048828125,140737800,0.0,0.0,0,143899700.0,1.0
NVDA,2025-09-17,-0.0674,0.20733000000000001,0.16074794520547947,172.63999938964844,173.1999969482422,168.41000366210938,170.2899932861328,211843800,0.0,0.0,0,176290800.0,0.0
NVDA,2025-09-18,0.13434166666666666,0.13158333333333333,0.06448936170212766,173.97999572753906,177.10000610351562,172.9600067138672,176.24000549316406,191763300,0.0,0.0,1,201803550.0,0.0
NVDA,2025-09-19,0.08808,0.18812,0.20953148148148149,175.77000427246094,178.0800018310547,175.17999267578125,176.6699981689453,237182100,0.0,0.0,1,214472700.0,1.0
NVDA,2025-09-22,0.24404999999999996,0.44032499999999997,0.13165333333333332,175.3000030517578,184.5500030517578,174.7100067138672,183.61000061035156,269637000,0.0,0.0,1,253409550.0,1.0
NVDA,2025-09-23,0.04426153846153846,0.29717692307692306,0.1709918367346939,181.97000122070312,182.4199981689453,176.2100067138672,178.42999267578125,192559600,0.0,0.0,0,231098300.0,1.0
NVDA,2025-09-24,-0.0016769230769230802,0.14256153846153846,0.03340657894736842,179.77000427246094,179.77999877929688,175.39999389648438,176.97000122070312,143564100,0.0,0.0,0,168061850.0,0.0
NVDA,2025-09-25,-0.0241,0.27045,0.06828645833333333,174.47999572753906,180.25999450683594,173.1300048828125,177.69000244140625,191586700,0.0,0.0,1,167575400.0,0.0
NVDA,2025-09-26,0.0,-0.026828571428571424,0.0879975,178.1699981689453,179.77000427246094,174.92999267578125,178.19000244140625,148573700,0.0,0.0,1,170080200.0,1.0
NVDA,2025-09-29,0.2295375,0.0873875,0.17619538461538461,180.42999267578125,184.0,180.32000732421875,181.85000610351562,193063500,0.0,0.0,1,170818600.0,1.0
NVDA,2025-09-30,0.08976250000000001,-0.0691625,0.21859384615384617,182.0800018310547,187.35000610351562,181.47999572753906,186.5800018310547,236981000,0.0,0.0,1,215022250.0,1.0
NVDA,2025-10-01,0.06768,0.20171999999999998,0.11553333333333332,185.24000549316406,188.13999938964844,183.89999389648438,187.24000549316406,173844900,0.0,0.0,1,205412950.0,1.0
NVDA,2025-10-02,0.20541666666666666,0.3013,0.07912000000000001,189.60000610351562,191.0500030517578,188.05999755859375,188.88999938964844,136805800,0.0,0.0,0,155325350.0,1.0
NVDA,2025-10-03,0.13522857142857142,0.24102857142857145,0.21525098039215687,189.19000244140625,190.36000061035156,185.3800048828125,187.6199951171875,137596900,0.0,0.0,0,137201350.0,0.0
NVDA,2025-10-06,-0.06203636363636364,0.17378181818181818,0.15990689655172413,185.5,187.22999572753906,183.3300018310547,185.5399932861328,157678100,0.0,0.0,1,147637500.0,0.0
NVDA,2025-10-07,0.25467142857142855,0.050228571428571435,0.2757121495327103,186.22999572753906,189.05999755859375,184.0,185.0399932861328,140088000,0.0,0.0,0,148883050.0,1.0
NVDA,2025-10-08,0.19659,0.5027,0.22113717948717948,186.57000732421875,189.60000610351562,186.5399932861328,189.11000061035156,130168900,0.0,0.0,1,135128450.0,0.0
NVDA,2025-10-09,0.06687894736842107,0.3110210526315789,0.24704315068493152,192.22999572753906,195.3000030517578,191.05999755859375,192.57000732421875,182997200,0.0,0.0,1,156583050.0,1.0
NVDA,2025-10-10,0.048933333333333336,0.43248888888888887,0.13293947368421052,193.50999450683594,195.6199951171875,182.0500030517578,183.16000366210938,268774400,0.0,0.0,0,225885800.0,1.0
NVDA,2025-10-13,-0.008899999999999991,0.109175,0.18413174603174604,187.97000122070312,190.11000061035156,185.9600067138672,188.32000732421875,153482800,0.0,0.0,1,211128600.0,0.0
NVDA,2025-10-14,0.18091333333333331,0.07264666666666668,0.1752820754716981,184.77000427246094,184.8000030517578,179.6999969482422,180.02999877929688,205641400,0.0,0.0,0,179562100.0,1.0
NVDA,2025-10-15,0.09822666666666667,0.1928666666666667,0.18385595238095237,184.8000030517578,184.8699951171875,177.2899932861328,179.8300018310547,214450500,0.0,0.0,0,210045950.0,0.0
NVDA,2025-10-16,-0.08694166666666665,0.029625000000000002,0.11753,182.22999572753906,183.27999877929688,179.77000427246094,181.80999755859375,179723300,0.0,0.0,0,197086900.0,0.0
NVDA,2025-10-17,-0.06685555555555554,0.14338888888888887,0.08292121212121212,180.17999267578125,184.10000610351562,179.75,183.22000122070312,173135200,0.0,0.0,1,176429250.0,0.0
AMZN,2025-06-10,0.0,0.9968,0.8771,216.77999877929688,217.69000244140625,214.14999389648438,217.61000061035156,31303300,0.0,0.0,1,102219250.0,1.0
AMZN,2025-07-30,0.0,0.0,0.1486,231.63999938964844,231.8000030517578,229.2899932861328,230.19000244140625,32993300,0.0,0.0,0,32148300.0,1.0
AMZN,2025-07-31,0.2787,0.0,-0.12311249999999999,235.77000427246094,236.52999877929688,231.39999389648438,234.11000061035156,104357300,0.0,0.0,0,68675300.0,0.0
AMZN,2025-08-01,0.07945,0.22766666666666668,0.45366666666666666,217.2100067138672,220.44000244140625,212.8000030517578,214.75,122258800,0.0,0.0,0,113308050.0,0.0
AMZN,2025-08-04,0.013944444444444445,-0.08227777777777778,0.45662,217.39999389648438,217.44000244140625,211.4199981689453,211.64999389648438,77890100,0.0,0.0,0,100074450.0,0.0
AMZN,2025-08-05,0.0,0.17174444444444445,0.019278947368421045,213.0500030517578,216.3000030517578,212.8699951171875,213.75,51505100,0.0,0.0,1,64697600.0,0.0
AMZN,2025-08-06,0.0,0.06692500000000001,0.40090714285714285,214.6999969482422,222.64999389648438,213.74000549316406,222.30999755859375,54823000,0.0,0.0,1,53164050.0,1.0
AMZN,2025-08-07,0.23446666666666668,0.07913333333333335,0.31562222222222225,221.0,226.22000122070312,220.82000732421875,223.1300048828125,40603500,0.0,0.0,1,47713250.0,1.0
AMZN,2025-08-08,0.0,0.0,0.2878545454545454,223.13999938964844,223.8000030517578,221.8800048828125,222.69000244140625,32970500,0.0,0.0,0,36787000.0,1.0
AMZN,2025-08-12,0.0,0.7096,0.11086,222.22999572753906,223.5,219.0500030517578,221.47000122070312,37185800,0.0,0.0,0,35078150.0,0.0
AMZN,2025-08-14,0.0,0.5106,0.5629,227.39999389648438,233.11000061035156,227.02000427246094,230.97999572753906,61545800,0.0,0.0,1,49365800.0,0.0
AMZN,2025-08-15,0.0,0.0,0.2691142857142857,232.5800018310547,234.0800018310547,229.80999755859375,231.02999877929688,39649200,0.0,0.0,0,50597500.0,1.0
AMZN,2025-08-20,0.2263,0.9852,-0.15835,227.1199951171875,227.27000427246094,220.9199981689453,223.80999755859375,36604300,0.0,0.0,0,38126750.0,0.0
AMZN,2025-08-25,0.1779,0.0,0.4404,227.35000610351562,229.60000610351562,227.30999755859375,227.94000244140625,22633700,0.0,0.0,1,29619000.0,0.0
AMZN,2025-08-27,0.6249,0.0,0.17260999999999999,228.57000732421875,229.8699951171875,227.80999755859375,229.1199951171875,21254500,0.0,0.0,1,21944100.0,1.0
AMZN,2025-08-29,-0.3182,-0.6249,0.1051,231.32000732421875,231.80999755859375,228.16000366210938,229.0,26199200,0.0,0.0,0,23726850.0,1.0
